product_url,ASIN_from_page_url,price,brand_name,brand_name_long,seller_name,seller_url,seller_id_from_seller_url,seller_address,country_from_seller_address,Field1
https://www.amazon.com/Unicorn-Necklace-Forever-Love-Christmas-Birthday/dp/B0919WW66B/ref=sr_1_10136?dchild=1&amp;qid=1623716248&amp;s=apparel&amp;sr=1-10136,B0919WW66B,$9.99,,Brand: DOFE,YZL Store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3JG2G0M16QYUQ&isAmazonFulfilled=1,A3JG2G0M16QYUQ,"Business Address:
陈埭镇横板村横板工业区新宏盛大厦6楼
泉州市
晋江市
福建省
362200
CN",CN,undefined
https://www.amazon.com/Mainstreet247-Harry-Potter-Novelty-Bracelet/dp/B07KPVLYQB/ref=sr_1_9959?dchild=1&amp;qid=1623716249&amp;s=apparel&amp;sr=1-9959,B07KPVLYQB,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Sanvaree-Statement-Earrings-Gorgeous-Geometric-Shaped/dp/B07S662K4X/ref=sr_1_9793?dchild=1&amp;qid=1623716236&amp;s=apparel&amp;sr=1-9793,B07S662K4X,$11.99,,Visit the Sanvaree Store,Sanvaree,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2UTUWHWHJCGDA&isAmazonFulfilled=1,A2UTUWHWHJCGDA,"Business Address:
East District A ,5F, Zhouteng Company Industrial Plant 2
Shanglilang Community,Nanwan Street,Longgang District
Shenzhen
Guangdong
518112
CN",CN,undefined
https://www.amazon.com/Irish-Celtic-Knot-Heart-Ring/dp/B095C4CDV6/ref=sr_1_8765?dchild=1&amp;qid=1623716213&amp;s=apparel&amp;sr=1-8765,B095C4CDV6,$19.99,,Brand: EJALEN,"Yibaotong Jewelry Co.,…",https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1XYA2AXNKNYIZ&isAmazonFulfilled=1,A1XYA2AXNKNYIZ,"Business Address:
haifengxianmeilongzhendongyishoushichengdierqib1dongsanlou
shanwei
guangdong
516400
CN",CN,undefined
https://www.amazon.com/Softball-Earrings-Women-Accessories-Midnight/dp/B08Y769182/ref=sr_1_10605?dchild=1&amp;qid=1623716257&amp;s=apparel&amp;sr=1-10605,B08Y769182,,,,Amazon.com,,,,,undefined
https://www.amazon.com/AMANDASTONES-Natural-Apatite-Stretch-Bracelet/dp/B07RKFPX5Y/ref=sr_1_9479?dchild=1&amp;qid=1623716231&amp;s=apparel&amp;sr=1-9479,B07RKFPX5Y,$9.19,Imported,Brand: AMANDASTONES,Keleny Amandastone…,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ANTPRGF3KLTWW&isAmazonFulfilled=1,ANTPRGF3KLTWW,"Business Address:
Room 2308, Building No.11,Huishixinyuan
Guangcai Road, Fengtai District
beijing
beijing
100075
CN",CN,undefined
https://www.amazon.com/Balirek-Earrings-Personalized-Hypoallergenic-Rhinestone/dp/B091N2XR55/ref=sr_1_9962?dchild=1&amp;qid=1623716249&amp;s=apparel&amp;sr=1-9962,B091N2XR55,,,,Amazon.com,,,,,undefined
https://www.amazon.com/Twilight-Breaking-Dawn-Renesmees-Locket/dp/B00AI7VZTK/ref=sr_1_10139?dchild=1&amp;qid=1623716248&amp;s=apparel&amp;sr=1-10139,B00AI7VZTK,$69.90,,Brand: Twilight Breaking Dawn,AngelicPretty,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3GKXNKCQFE8XG&isAmazonFulfilled=1,A3GKXNKCQFE8XG,"Business Address:
Brezany 5
Zilina
SK
01004
SK",SK,undefined
https://www.amazon.com/bracelet-wealth-natural-couples-attract/dp/B08KWJ9ZBD/ref=sr_1_10610?dchild=1&amp;qid=1623716259&amp;s=apparel&amp;sr=1-10610,B08KWJ9ZBD,,,,Amazon.com,,,,,undefined
https://www.amazon.com/UNQJRY-Bracelets-Inspirational-Brithday-Beautiful/dp/B07RM3TWMD/ref=sr_1_9795?dchild=1&amp;qid=1623716236&amp;s=apparel&amp;sr=1-9795,B07RM3TWMD,$13.97,"Beautiful Girl, you can do hard things",Brand: UNQJRY,Joycuff Store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ARPQZ242KGT4X&isAmazonFulfilled=1,ARPQZ242KGT4X,"Business Address:
401 Room 4th Floor No.142 Jingfa Road
Jiangdong Street
Yiwu
Zhejiang
322000
CN",CN,undefined
