ASIN,ASIN,Brand,Title,Category,URL,SalesRank,US_brand_url,JP_brand_url,US_brand_link,JP_brand_link
B07MLXK4TZ,B07MLXK4TZ,Winning Moves Games,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/Winning-Moves-Games-Pretty-Princess/dp/B07MLXK4TZ/ref=sr_1_25?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-25,1111,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AWinning+Moves+Games,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AWinning+Moves+Games,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AWinning+Moves+Games><div>Winning Moves Games</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AWinning+Moves+Games><div>Winning Moves Games</div></a>"
B00I3C34D2,B00I3C34D2,Wonder Forge,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/Wonder-Forge-Marvel-Matching-Girls/dp/B00I3C34D2/ref=sr_1_26?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-26,82,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AWonder+Forge,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AWonder+Forge,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AWonder+Forge><div>Wonder Forge</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AWonder+Forge><div>Wonder Forge</div></a>"
B001SN8GF4,B001SN8GF4,USAOPOLY,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/USAopoly-Telestrations-Original-Hilarious-Telephone/dp/B001SN8GF4/ref=sr_1_27?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-27,1223,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AUSAOPOLY,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AUSAOPOLY,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AUSAOPOLY><div>USAOPOLY</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AUSAOPOLY><div>USAOPOLY</div></a>"
B06XY881H4,B06XY881H4,Hasbro Gaming,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/Connect-Strategy-Board-Amazon-Exclusive/dp/B06XY881H4/ref=sr_1_28?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-28,1124,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AHasbro+Gaming,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AHasbro+Gaming,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AHasbro+Gaming><div>Hasbro Gaming</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AHasbro+Gaming><div>Hasbro Gaming</div></a>"
B07VFDSG9X,B07VFDSG9X,MOLLYBEE KIDS,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/Toddler-Scavenger-Hunt-Cooperative-Card/dp/B07VFDSG9X/ref=sr_1_29?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-29,983,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AMOLLYBEE+KIDS,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AMOLLYBEE+KIDS,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AMOLLYBEE+KIDS><div>MOLLYBEE KIDS</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AMOLLYBEE+KIDS><div>MOLLYBEE KIDS</div></a>"
B07N5ZS5QP,B07N5ZS5QP,AMEROUS,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/Amerous-Inches-Magnetic-Wooden-Chess/dp/B07N5ZS5QP/ref=sr_1_30?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-30,1399,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AAMEROUS,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AAMEROUS,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AAMEROUS><div>AMEROUS</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AAMEROUS><div>AMEROUS</div></a>"
B00V42YPKO,B00V42YPKO,Telestrations,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/USAopoly-Telestrations-After-Dark-Board/dp/B00V42YPKO/ref=sr_1_31?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-31,1608,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3ATelestrations,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3ATelestrations,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3ATelestrations><div>Telestrations</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3ATelestrations><div>Telestrations</div></a>"
B07MPCMXGR,B07MPCMXGR,Unsolved Case Files,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/UNSOLVED-CASE-FILES-Murdered-Ashcroft/dp/B07MPCMXGR/ref=sr_1_32?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-32,1448,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AUnsolved+Case+Files,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AUnsolved+Case+Files,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AUnsolved+Case+Files><div>Unsolved Case Files</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AUnsolved+Case+Files><div>Unsolved Case Files</div></a>"
B00A2HD40E,B00A2HD40E,Z-Man Games,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/Z-Man-Games-ZM7101-Pandemic/dp/B00A2HD40E/ref=sr_1_34?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-34,1728,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AZ-Man+Games,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AZ-Man+Games,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AZ-Man+Games><div>Z-Man Games</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AZ-Man+Games><div>Z-Man Games</div></a>"
B085ZNYPR3,B085ZNYPR3,Hunt A Killer,,"Toys & Games,Games & Accessories,Board Games",https://www.amazon.com/Hunt-Killer-Immersive-Independent-Detectives/dp/B085ZNYPR3/ref=sr_1_36?dchild=1&amp;qid=1621527917&amp;s=toys-and-games&amp;sr=1-36,1258,https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AHunt+A+Killer,https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AHunt+A+Killer,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A166225011%2Cp_89%3AHunt+A+Killer><div>Hunt A Killer</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A2189603051%2Cp_89%3AHunt+A+Killer><div>Hunt A Killer</div></a>"
