ASIN,ASIN,Brand,Title,Category,URL,SalesRank,US_brand_url,JP_brand_url,US_brand_link,JP_brand_link
B003K01BMI,B003K01BMI,DenTek,"DenTek Triple Clean Advanced Clean Floss Picks, No Break & No Shred Floss, 150 Count","Beauty & Personal Care,Oral Care,Dental Floss & Picks,Dental Picks",https://www.amazon.com/DenTek-Triple-Clean-Floss-Picks/dp/B003K01BMI/ref=sr_1_57?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-57,127,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ADenTek,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ADenTek,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ADenTek><div>DenTek</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ADenTek><div>DenTek</div></a>"
B004AI97MA,B004AI97MA,Bio-Oil,"Bio-Oil Skincare Oil, 4.2 Ounce, Body Oil for Scars and Stretchmarks, Hydrates Skin, Non-Greasy, Dermatologist Recommended, Non-Comedogenic, For All Skin Types, with Vitamin A, E","Beauty & Personal Care,Skin Care,Body,Moisturizers,Oils",https://www.amazon.com/Bio-Oil-4-2oz-Multiuse-Skincare-Oil/dp/B004AI97MA/ref=sr_1_58?dchild=1&amp;qid=1623665212&amp;rdc=1&amp;s=beauty&amp;sr=1-58,5,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ABio-Oil,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ABio-Oil,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ABio-Oil><div>Bio-Oil</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ABio-Oil><div>Bio-Oil</div></a>"
B006IB5T4W,B006IB5T4W,Aquaphor,"Aquaphor Healing Ointment Moisturizing Skin Protectant for Dry Cracked Hands Heels and Elbows Use After Hand Washing Oz Jar, bA, Fragrance Free, 14 Ounce","Beauty & Personal Care,Skin Care,Body,Moisturizers,Lotions",https://www.amazon.com/Aquaphor-Healing-Ointment-Moisturizing-Protectant/dp/B006IB5T4W/ref=sr_1_60?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-60,74,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AAquaphor,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AAquaphor,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AAquaphor><div>Aquaphor</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AAquaphor><div>Aquaphor</div></a>"
B001KYPZ4G,B001KYPZ4G,Veet,"Veet Sensitive Hair Remover Gel Cream Pink, 13.5 Fl Oz","Beauty & Personal Care,Shave & Hair Removal,Women's,Waxing,Strips",https://www.amazon.com/Remover-Veet-Removal-Sensitive-Packaging/dp/B001KYPZ4G/ref=sr_1_64?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-64,63,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AVeet,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AVeet,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AVeet><div>Veet</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AVeet><div>Veet</div></a>"
B01NCMJPOQ,B01NCMJPOQ,Lee Beauty Professional,"8oz Callus Remover gel for feet for a professional pedicure. Better results than, foot file, pumice stone, foot scrubber, foot buckets & callus shaver. Rid ugly callouses from feet in minutes","Health & Household,Health Care,Foot Health,Corn & Callus Trimmers",https://www.amazon.com/Callus-Remover-Callus-Eliminator-Liquid-Professional/dp/B01NCMJPOQ/ref=sr_1_65?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-65,200,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ALee+Beauty+Professional,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ALee+Beauty+Professional,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ALee+Beauty+Professional><div>Lee Beauty Professional</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ALee+Beauty+Professional><div>Lee Beauty Professional</div></a>"
B00XTTFI6K,B00XTTFI6K,Seven Minerals,"Organic Aloe Vera Gel with 100% Pure Aloe From Freshly Cut Aloe Plant, Not Powder - No Xanthan, So It Absorbs Rapidly With No Sticky Residue - Big 12 oz","Beauty & Personal Care,Skin Care,Sunscreens & Tanning Products,After Sun",https://www.amazon.com/Organic-Aloe-Freshly-Plant-Powder/dp/B00XTTFI6K/ref=sr_1_67?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-67,70,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ASeven+Minerals,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ASeven+Minerals,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ASeven+Minerals><div>Seven Minerals</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ASeven+Minerals><div>Seven Minerals</div></a>"
B081KL2QYJ,B081KL2QYJ,PanOxyl,"PanOxyl Acne Foaming Wash Benzoyl Peroxide 10% Maximum Strength Antimicrobial, 5.5 Oz","Beauty & Personal Care,Skin Care,Face,Cleansers,Washes",https://www.amazon.com/PanOxyl-Foaming-Peroxide-Strength-Antimicrobial/dp/B081KL2QYJ/ref=sr_1_68?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-68,67,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3APanOxyl,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3APanOxyl,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3APanOxyl><div>PanOxyl</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3APanOxyl><div>PanOxyl</div></a>"
B00C7PZ20O,B00C7PZ20O,Arm & Hammer,"ARM & HAMMER Advanced White Extreme Whitening Toothpaste, TWIN PACK (Contains Two 6oz Tubes) -Clean Mint- Fluoride Toothpaste","Beauty & Personal Care,Oral Care,Toothpaste",https://www.amazon.com/Arm-Hammer-Advance-Whitening-Packaging/dp/B00C7PZ20O/ref=sr_1_69?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-69,0,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AArm+&+Hammer,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AArm+&+Hammer,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AArm+&+Hammer><div>Arm & Hammer</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AArm+&+Hammer><div>Arm & Hammer</div></a>"
B07WWC3T9Q,B07WWC3T9Q,BAIMEI,"Jade Roller & Gua Sha, Face Roller, Facial Beauty Roller Skin Care Tools, BAIMEI Rose Quartz Massager for Face, Eyes, Neck, Body Muscle Relaxing and Relieve Fine Lines and Wrinkles","Beauty & Personal Care,Skin Care,Eyes,Rollers & Pens",https://www.amazon.com/BAIMEI-Massage-Relaxing-Stimulating-Wrinkles/dp/B07WWC3T9Q/ref=sr_1_70?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-70,98,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ABAIMEI,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ABAIMEI,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ABAIMEI><div>BAIMEI</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ABAIMEI><div>BAIMEI</div></a>"
B001ECQ7G4,B001ECQ7G4,Tend Skin,"Tend Skin The Skin Care Solution For Unsightly Razor Bumps, Ingrown Hair And Razor Burns, 8 Fl Oz Bottle","Beauty & Personal Care,Shave & Hair Removal,Men's,After Shaves",https://www.amazon.com/Tend-Skin-Solution-Unsightly-Ingrown/dp/B001ECQ7G4/ref=sr_1_71?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-71,95,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ATend+Skin,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ATend+Skin,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ATend+Skin><div>Tend Skin</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ATend+Skin><div>Tend Skin</div></a>"
B079FV6PRH,B079FV6PRH,Softsoap,"Softsoap Liquid Hand Soap, Fresh Breeze - 7.5 Fluid Ounce (Pack of 6)","Beauty & Personal Care,Skin Care,Body,Cleansers,Soaps",https://www.amazon.com/Softsoap-Liquid-Hand-Fresh-Breeze/dp/B079FV6PRH/ref=sr_1_72?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-72,19,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ASoftsoap,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ASoftsoap,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ASoftsoap><div>Softsoap</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ASoftsoap><div>Softsoap</div></a>"
B001ET76AI,B001ET76AI,TheraBreath,"TheraBreath Fresh Breath Dentist Formulated 24-Hour Oral Rinse, Mild Mint, 16 Ounce (Pack of 2)","Beauty & Personal Care,Oral Care,Mouthwash",https://www.amazon.com/TheraBreath-Formulated-Certified-Two-Pack/dp/B001ET76AI/ref=sr_1_78?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-78,194,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ATheraBreath,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ATheraBreath,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ATheraBreath><div>TheraBreath</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ATheraBreath><div>TheraBreath</div></a>"
B01MXLF8TY,B01MXLF8TY,Admire My Skin,"Dark Spot Corrector Remover for Face Melasma Treatment Fade Cream with Kojic Acid Vitamin C, Salicylic Acid, Azelaic Acid, Lactic Acid Peel (1oz)","Beauty & Personal Care,Skin Care,Face,Treatments & Masks,Facial Peels",https://www.amazon.com/Hydroquinone-Corrector-Remover-Melasma-Treatment/dp/B01MXLF8TY/ref=sr_1_79?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-79,84,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AAdmire+My+Skin,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AAdmire+My+Skin,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AAdmire+My+Skin><div>Admire My Skin</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AAdmire+My+Skin><div>Admire My Skin</div></a>"
B000GCNC2U,B000GCNC2U,Kerasal,"Kerasal Intensive Foot Repair, Skin Healing Ointment for Cracked Heels and Dry Feet, 1 Oz","Beauty & Personal Care,Foot, Hand & Nail Care,Foot & Hand Care,Foot Creams & Lotions",https://www.amazon.com/Kerasal-Intensive-Repair-Exfoliating-Moisturizer/dp/B000GCNC2U/ref=sr_1_80?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-80,75,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AKerasal,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AKerasal,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AKerasal><div>Kerasal</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AKerasal><div>Kerasal</div></a>"
B08KW27X7Z,B08KW27X7Z,Aleath,"3 Barrel Curling Iron Wand, Hair Waver Iron with LCD Temp Display, 32mm (1.25Inch) Ceramic Tourmaline Triple Barrels, Hair Crimper with Dual Voltage, Pink","Beauty & Personal Care,Hair Care,Styling Tools & Appliances,Irons,Curling Wands",https://www.amazon.com/Curling-Display-1-25Inch-Ceramic-Tourmaline/dp/B08KW27X7Z/ref=sr_1_84?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-84,26,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AAleath,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AAleath,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AAleath><div>Aleath</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AAleath><div>Aleath</div></a>"
B001ECQ4US,B001ECQ4US,DEGREE,"Degree Men Original Antiperspirant Deodorant 48-Hour Odor Protection Cool Rush Mens Deodorant Stick 2.7 oz, 6 Count","Beauty & Personal Care,Personal Care,Deodorants & Antiperspirants,Combination Deodorants & Antiperspirants",https://www.amazon.com/Degree-Original-Protection-Antiperspirant-Deodorant/dp/B001ECQ4US/ref=sr_1_86?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-86,283,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ADEGREE,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ADEGREE,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ADEGREE><div>DEGREE</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ADEGREE><div>DEGREE</div></a>"
B07NRZNYF9,B07NRZNYF9,ALIVER,Foot Peel Mask 3 Pack， Exfoliator Peel Off Calluses Dead Skin Callus Remover，Baby Soft Smooth Touch Feet-Men Women (Lavender),"Beauty & Personal Care,Foot, Hand & Nail Care,Foot & Hand Care,Foot Masks",https://www.amazon.com/Exfoliator-Calluses-Remover，Baby-Feet-Men-Lavender/dp/B07NRZNYF9/ref=sr_1_87?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-87,94,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AALIVER,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AALIVER,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AALIVER><div>ALIVER</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AALIVER><div>ALIVER</div></a>"
B07F12SZDS,B07F12SZDS,beetles Gel Polish,"Beetles 2 Pcs 15ml No Wipe Gel Top Coat and Base Coat Set - Shine Finish and Long Lasting, Soak Off LED Gel Base Top Coat Glossy Shine Finish","Beauty & Personal Care,Foot, Hand & Nail Care,Nail Art & Polish,Base & Top Coats,Combination Base & Top Coats",https://www.amazon.com/Beetles-Wipe-Gel-Coat-Base/dp/B07F12SZDS/ref=sr_1_91?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-91,106,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3Abeetles+Gel+Polish,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3Abeetles+Gel+Polish,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3Abeetles+Gel+Polish><div>beetles Gel Polish</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3Abeetles+Gel+Polish><div>beetles Gel Polish</div></a>"
B014PGEEO2,B014PGEEO2,Flawless. Younger. Perfect.,"Anti Aging Serum 3-Pack for Face - Vitamin C Serum, Retinol Serum, Hyaluronic Acid Serum - Face Serum Full Regimen","Beauty & Personal Care,Skin Care,Face,Treatments & Masks,Serums",https://www.amazon.com/ToLB-Anti-Aging-Serum-Combo/dp/B014PGEEO2/ref=sr_1_92?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-92,109,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AFlawless.+Younger.+Perfect.,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AFlawless.+Younger.+Perfect.,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AFlawless.+Younger.+Perfect.><div>Flawless. Younger. Perfect.</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AFlawless.+Younger.+Perfect.><div>Flawless. Younger. Perfect.</div></a>"
B076Q6442Z,B076Q6442Z,HEETA,"Hair Shampoo Brush, HEETA Scalp Care Hair Brush with Soft Silicone Scalp Massager (Black)","Beauty & Personal Care,Hair Care,Styling Tools & Appliances,Hair Brushes",https://www.amazon.com/Massager-Shampoo-Silicon-Tourmaline-Contained/dp/B076Q6442Z/ref=sr_1_93?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-93,62,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AHEETA,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AHEETA,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AHEETA><div>HEETA</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AHEETA><div>HEETA</div></a>"
B0817QLT89,B0817QLT89,TOCESS,"TOCESS Big Hair Claw Clips 4 Inch Nonslip Large Claw Clip for Women and Girls Thin Hair, 90's Strong Hold Hair Clips for Thick Hair, 4 Colors Available (4 Packs)","Beauty & Personal Care,Hair Care,Hair Accessories,Clips",https://www.amazon.com/TOCESS-Clips-Nonslip-Strong-Available/dp/B0817QLT89/ref=sr_1_94?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-94,82,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ATOCESS,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ATOCESS,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ATOCESS><div>TOCESS</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ATOCESS><div>TOCESS</div></a>"
B01F36JEXE,B01F36JEXE,BEAKEY,"BEAKEY 5 Pcs Makeup Sponge Set, Foundation Blending Beauty Sponge, Flawless for Liquid, Cream, and Powder, Multi-colored Makeup Sponges","Beauty & Personal Care,Tools & Accessories,Makeup Brushes & Tools,Face,Blenders & Sponges",https://www.amazon.com/BEAKEY-Foundation-Blending-Flawless-Multi-colored/dp/B01F36JEXE/ref=sr_1_96?dchild=1&amp;qid=1623665212&amp;s=beauty&amp;sr=1-96,112,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ABEAKEY,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ABEAKEY,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ABEAKEY><div>BEAKEY</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ABEAKEY><div>BEAKEY</div></a>"
B073CWSQ51,B073CWSQ51,COLOR WOW,"COLOR WOW Dream Coat Supernatural Spray – Humidity-Proof, Heat-Activated Anti-Frizz Hair Treatment, 6.7 Fl Oz","Beauty & Personal Care,Hair Care,Styling Products,Hair Sprays",https://www.amazon.com/COLOR-WOW-Supernatural-Humidity-Prevents/dp/B073CWSQ51/ref=sr_1_194?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-194,317,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ACOLOR+WOW,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ACOLOR+WOW,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ACOLOR+WOW><div>COLOR WOW</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ACOLOR+WOW><div>COLOR WOW</div></a>"
B07L64SWDR,B07L64SWDR,WhaleLife,"Shower Puff 4 Pack Black Bath Sponge Shower Loofahs Pouf Ball Nature Bamboo Charcoal Mesh Bulk Puffs Large, Shower Essential Skin Care by WhaleLife","Beauty & Personal Care,Personal Care,Bath & Bathing Accessories,Bathing Accessories,Loofahs",https://www.amazon.com/Charcoal-Loofahs-Essential-Whale-Life/dp/B07L64SWDR/ref=sr_1_196?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-196,182,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AWhaleLife,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AWhaleLife,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AWhaleLife><div>WhaleLife</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AWhaleLife><div>WhaleLife</div></a>"
B07M5RNH4Z,B07M5RNH4Z,HAWATOUR,"Nail Clippers Set, Ultra Sharp Sturdy Fingernail and Toenail Clipper Cutters with Visibly Tin Case by HAWATOUR","Beauty & Personal Care,Foot, Hand & Nail Care,Tools & Accessories,Nail Tools,Nail Clippers",https://www.amazon.com/Clippers-Stainless-Fingernail-Toenail-HAWATOUR/dp/B07M5RNH4Z/ref=sr_1_197?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-197,195,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AHAWATOUR,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AHAWATOUR,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AHAWATOUR><div>HAWATOUR</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AHAWATOUR><div>HAWATOUR</div></a>"
B00387F42G,B00387F42G,RoC,"RoC Retinol Correxion Deep Wrinkle Facial Serum with Retinol, 1 Fl Oz","Beauty & Personal Care,Skin Care,Face,Treatments & Masks,Serums",https://www.amazon.com/RoC-Retinol-Correxion-Anti-Wrinkle-Treatment/dp/B00387F42G/ref=sr_1_198?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-198,200,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ARoC,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ARoC,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ARoC><div>RoC</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ARoC><div>RoC</div></a>"
B075FV78W8,B075FV78W8,The ConfiDental,"The ConfiDental - Pack of 5 Moldable Mouth Guard for Teeth Grinding Clenching Bruxism, Sport Athletic, Whitening Tray, Including 3 Regular and 2 Heavy Duty Guard (3 (lll) Regular 2 (II) Heavy Duty)","Beauty & Personal Care,Oral Care,Teeth Grinding Guards",https://www.amazon.com/ConfiDental-Moldable-Clenching-Whitening-Including/dp/B075FV78W8/ref=sr_1_203?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-203,551,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AThe+ConfiDental,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AThe+ConfiDental,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AThe+ConfiDental><div>The ConfiDental</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AThe+ConfiDental><div>The ConfiDental</div></a>"
B01NCM25K7,B01NCM25K7,NEW YORK BIOLOGY THE ULTIMATE COSMECEUTICALS,"New York Biology Dead Sea Mud Mask for Face and Body - Spa Quality Pore Reducer for Acne, Blackheads and Oily Skin, Natural Skincare for Women, Men - Tightens Skin for A Healthier Complexion - 8.8 oz","Beauty & Personal Care,Skin Care,Body,Scrubs & Body Treatments,Body Mud",https://www.amazon.com/Dead-Sea-Mask-Face-Body/dp/B01NCM25K7/ref=sr_1_206?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-206,254,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ANEW+YORK+BIOLOGY+THE+ULTIMATE+COSMECEUTICALS,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ANEW+YORK+BIOLOGY+THE+ULTIMATE+COSMECEUTICALS,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3ANEW+YORK+BIOLOGY+THE+ULTIMATE+COSMECEUTICALS><div>NEW YORK BIOLOGY THE ULTIMATE COSMECEUTICALS</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3ANEW+YORK+BIOLOGY+THE+ULTIMATE+COSMECEUTICALS><div>NEW YORK BIOLOGY THE ULTIMATE COSMECEUTICALS</div></a>"
B071KW9GTT,B071KW9GTT,Finishing Touch,"Finishing Touch Flawless Women's Painless Hair Remover , White/Rose Gold","Beauty & Personal Care,Shave & Hair Removal,Women's,Epilators, Groomers & Trimmers,Personal Groomers",https://www.amazon.com/Finishing-Touch-Flawless-Painless-Remover/dp/B071KW9GTT/ref=sr_1_210?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-210,55,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AFinishing+Touch,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AFinishing+Touch,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AFinishing+Touch><div>Finishing Touch</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AFinishing+Touch><div>Finishing Touch</div></a>"
B07FY17L3N,B07FY17L3N,Irish Spring,"Irish Spring Men's Deodorant Soap Bar, Original Scent - 3.7 ounces (24 Count)","Beauty & Personal Care,Skin Care,Body,Cleansers,Soaps",https://www.amazon.com/Irish-Spring-Original-Deodorant-Ounce/dp/B07FY17L3N/ref=sr_1_212?dchild=1&amp;qid=1623665206&amp;s=beauty&amp;sr=1-212,249,https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AIrish+Spring,https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AIrish+Spring,"<a target=""_blank"" href=https://www.amazon.com/s?rh=n%3A3760911%2Cp_89%3AIrish+Spring><div>Irish Spring</div></a>","<a target=""_blank"" href=https://www.amazon.co.jp/s?rh=n%3A52374051%2Cp_89%3AIrish+Spring><div>Irish Spring</div></a>"
