product_url,ASIN_from_page_url,brand_name_long,seller_name,seller_url,seller_id_from_seller_url,seller_address
https://www.amazon.com/SHDIBA-Causal-Camoflage-Shorts-Sports-Wear/dp/B01N6OH62S/ref=sr_1_17147?dchild=1&amp;qid=1622509016&amp;s=apparel&amp;sr=1-17147,B01N6OH62S,Brand: SHDIBA,Amazon.com,,,
https://www.amazon.com/Samurai-Insoles-Orthotics-Inserts-Support/dp/B076K137TT/ref=sr_1_1523?dchild=1&amp;qid=1622507472&amp;s=apparel&amp;sr=1-1523,B076K137TT,Visit the Samurai Insoles Store,Amazon.com,,,
https://www.amazon.com/Siveit-Sunglass-Organizer-Eyeglasses-Collector/dp/B076P8W2PY/ref=sr_1_15265?dchild=1&amp;qid=1622507907&amp;s=apparel&amp;sr=1-15265,B076P8W2PY,Brand: Siveit,Siveit Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A139V5E9ZU2K5Q&isAmazonFulfilled=1,A139V5E9ZU2K5Q,"Business Address:
Room 502, Building 120, Dakan Village, Xili Town
Nanshan District
Shenzhen
Guangdong
518000
CN"
https://www.amazon.com/Set-Lyfe-Acid-Tiger-Hoodie/dp/B06Y5BBK1X/ref=sr_1_117?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622508305&amp;refinements=p_36%3A6900-7000&amp;s=apparel&amp;sr=1-117&amp;ts_id=1258644011,B06Y5BBK1X,Brand: Set 4 Lyfe,Amazon.com,,,
https://www.amazon.com/lb-Bulk-Bag-Authentic-Italian/dp/B00UB4QATU/ref=sr_1_3180?dchild=1&amp;qid=1622507525&amp;s=apparel&amp;sr=1-3180,B00UB4QATU,Visit the San Francisco Salt Company Store,San Francisco Salt…,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AZMN6L7G3SVRG&isAmazonFulfilled=1,AZMN6L7G3SVRG,"Business Address:
6751 W Kings Street
Springfield
MO
65802
US"
https://www.amazon.com/STARBILD-Athletic-Striped-Training-Running/dp/B07XNW5TFR/ref=sr_1_14105?dchild=1&amp;qid=1622508901&amp;s=apparel&amp;sr=1-14105,B07XNW5TFR,Visit the STARBILD Store,Amazon.com,,,
https://www.amazon.com/Showaflops-Antimicrobial-Shower-Water-Sandals/dp/B00T7EJ3K8/ref=sr_1_15664?dchild=1&amp;qid=1622509654&amp;s=apparel&amp;sr=1-15664,B00T7EJ3K8,,Amazon.com,,,
https://www.amazon.com/Seven7-Mens-Athletic-Paula-34X30/dp/B0877C7KQV/ref=sr_1_17528?dchild=1&amp;qid=1622509022&amp;s=apparel&amp;sr=1-17528,B0877C7KQV,Visit the Seven7 Store,Amazon.com,,,
https://www.amazon.com/Showers-Pass-Waterproof-Breathable-Lightweight/dp/B076XQL8F8/ref=sr_1_17947?dchild=1&amp;qid=1622509028&amp;s=apparel&amp;sr=1-17947,B076XQL8F8,,Amazon.com,,,
https://www.amazon.com/Disposable-Cotton-Underwear-Travel-Portable/dp/B07L4C9Z38/ref=sr_1_10563?dchild=1&amp;qid=1622508789&amp;s=apparel&amp;sr=1-10563,B07L4C9Z38,,Amazon.com,,,
https://www.amazon.com/Gifts-Vintage-Limited-Birthday-T-Shirt/dp/B08QJ4D18D/ref=sr_1_12867?dchild=1&amp;qid=1622509564&amp;s=apparel&amp;sr=1-12867,B08QJ4D18D,Brand: Seventy Years Of Being Awesome BDay Gift Women Men,Amazon.com,,,
https://www.amazon.com/STAUTZ-Rehabilitation-Pants-Black-Standard/dp/B085GJPHB8/ref=sr_1_18474?dchild=1&amp;qid=1622509045&amp;s=apparel&amp;sr=1-18474,B085GJPHB8,Visit the STAUTZ Store,Amazon.com,,,
https://www.amazon.com/Showlovein-Waterproof-Hip-Pop-Anti-Sun-Streetwear/dp/B07DKFXV97/ref=sr_1_13900?dchild=1&amp;qid=1622508897&amp;s=apparel&amp;sr=1-13900,B07DKFXV97,Visit the Showlovein Store,Amazon.com,,,
https://www.amazon.com/Sivvan-Unisex-Scrubs-V-Neck-Available/dp/B01F44H01S/ref=sr_1_14474?dchild=1&amp;qid=1622508910&amp;s=apparel&amp;sr=1-14474,B01F44H01S,,Amazon.com,,,
https://www.amazon.com/Sex-Positive-Unisex-Hoodie-Sweatshirt/dp/B083W2G96K/ref=sr_1_1656?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622508223&amp;refinements=p_36%3A4000-4100&amp;s=apparel&amp;sr=1-1656&amp;ts_id=1258644011,B083W2G96K,Brand: Sex Posi-Tees,Amazon.com,,,
https://www.amazon.com/SanAogo-Womens-Waisted-Shorts-Workout/dp/B08XW7LB1H/ref=sr_1_18549?dchild=1&amp;qid=1622507995&amp;s=apparel&amp;sr=1-18549,B08XW7LB1H,Brand: SanAogo,Amazon.com,,,
https://www.amazon.com/STELLE-Ballet-Footed-Toddler-Little/dp/B07N4N86C9/ref=sr_1_2873?dchild=1&amp;qid=1622507514&amp;s=apparel&amp;sr=1-2873,B07N4N86C9,Visit the STELLE Store,Amazon.com,,,
https://www.amazon.com/Important-Weapon-Sweatshirt-Fencing-Hoodies/dp/B095WZ6Q6D/ref=sr_1_421?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622508180&amp;refinements=p_36%3A4000-4100&amp;s=apparel&amp;sr=1-421&amp;ts_id=1258644011,B095WZ6Q6D,,Amazon.com,,,
https://www.amazon.com/Soffe-3-Pack-Sleeve-Military-T-Shirt/dp/B014SECRHC/ref=sr_1_2237?dchild=1&amp;qid=1622507478&amp;s=apparel&amp;sr=1-2237,B014SECRHC,Brand: Soffe,Amazon.com,,,
https://www.amazon.com/Shrek-Check-Yourself-Before-T-Shirt/dp/B07VB9ZMD1/ref=sr_1_13784?dchild=1&amp;qid=1622509598&amp;s=apparel&amp;sr=1-13784,B07VB9ZMD1,Brand: Shrek,Amazon.com,,,
https://www.amazon.com/Savage-Inspired-Supreme-Vacation-Sweater/dp/B082LSKK8H/ref=sr_1_145?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622510226&amp;refinements=p_36%3A4800-4900&amp;s=apparel&amp;sr=1-145&amp;ts_id=1258644011,B082LSKK8H,,Amazon.com,,,
https://www.amazon.com/Six-Emu-Hooded-Sweatshirt-Awesome/dp/B08K8YGFYZ/ref=sr_1_383?c=ts&amp;dchild=1&amp;keywords=Men%27s+Fashion+Hoodies+%26+Sweatshirts&amp;qid=1622508178&amp;refinements=p_36%3A4000-4100&amp;s=apparel&amp;sr=1-383&amp;ts_id=1258644011,B08K8YGFYZ,Brand: Six Emu,Amazon.com,,,
https://www.amazon.com/SanVera17-Classic-Sleeve-Performance-T-Shirt/dp/B071J5S45Y/ref=sr_1_11750?dchild=1&amp;qid=1622508830&amp;s=apparel&amp;sr=1-11750,B071J5S45Y,,Amazon.com,,,
